StoreNumber,ItemCode,TxnTime,SaleFlag,Quantity,Ignore1,Amount,Ignore3,Ignore4,Ignore5,Ignore6,Ignore7,SegmentCode
108,7078400620,09-05-2013 09:26,Y,1,0,2.59,30015,34331,3.09,Y,N,762
108,4369508310,09-05-2013 09:26,Y,1,0,2.5,30015,13074,2.59,Y,N,488
108,7078447224,09-05-2013 09:26,Y,1,0,2.5,30015,24674,2.99,Y,N,129
108,7078401830,09-05-2013 09:26,Y,1,0,2.99,30015,20329,3.49,Y,N,59
108,7078442923,09-05-2013 09:26,Y,1,0,1.99,30015,15533,2.19,Y,N,2726
108,3710003662,09-05-2013 09:26,Y,2,0,2,30015,22736,2.78,Y,N,18
108,7078447446,09-05-2013 09:26,Y,1,0,2,30015,25484,2.99,Y,N,3144
108,7078400003,09-05-2013 09:26,Y,1,0,1.49,30015,35313,1.69,Y,N,3192
108,7078449012,09-05-2013 09:26,Y,1,0,1,30015,28752,1.19,Y,N,1246
108,7078446680,09-05-2013 09:26,Y,1,0,2.5,30015,894939,2.99,Y,N,3413
108,2190881246,09-05-2013 09:28,Y,2,0,5,860029,886814,7.38,Y,N,323
108,7078413094,09-05-2013 09:28,Y,1,0,1.33,810026,23302,1.39,Y,N,53
108,3500076260,09-05-2013 09:28,Y,1,0,3.99,860029,417122,4.39,Y,N,2631
108,2850010245,09-05-2013 09:28,N,1,0,5.29,810026,510689,5.29,N,N,124
108,2850010005,09-05-2013 09:28,N,1,0,3.99,810026,510701,3.99,N,N,124
108,1600040987,09-05-2013 09:28,N,1,0,1.99,810026,808449,1.99,N,N,202
108,1600040998,09-05-2013 09:28,N,1,0,1.99,810026,808456,1.99,N,N,202
108,3760056009,09-05-2013 09:28,N,1,0,2.99,810026,835140,2.99,N,N,11
108,2620016236,09-05-2013 09:28,N,1,0,4.59,860029,851571,4.59,N,N,1076
108,7078404884,09-05-2013 09:28,Y,1,0,2.99,130049,13131,3.39,Y,N,459
108,7078400626,09-05-2013 09:28,Y,1,0,2.59,30016,34332,3.09,Y,N,760
108,1600045960,09-05-2013 09:28,N,1,0,2.29,810026,25195,2.29,N,N,201
108,7078447930,09-05-2013 09:28,Y,1,0,1.99,860029,24457,2.39,Y,N,215
108,4335400725,09-05-2013 09:28,N,1,0,2.49,810026,23622,2.49,N,N,7
108,1600016490,09-05-2013 09:28,N,1,0,2.99,30016,18347,2.99,N,N,1048
108,3700046956,09-05-2013 09:28,Y,1,0,3.89,860029,63718,4.39,Y,N,2621
108,7203000976,09-05-2013 09:28,Y,1,0,1.5,130049,38335,1.69,Y,N,3148
108,7102561716,09-05-2013 09:28,Y,1,0,2.99,30016,35336,3.49,Y,N,3187
108,2529300098,09-05-2013 09:28,N,1,0,3.99,860029,19791,3.99,N,N,764
108,3900004504,09-05-2013 09:28,Y,1,0,2.19,810026,15563,2.49,Y,N,125
108,88397809603,09-05-2013 09:28,Y,1,0,2,860029,17096,2.49,Y,N,136
108,3890000143,09-05-2013 09:28,Y,1,0,1.5,810026,15490,1.79,Y,N,53
108,64420941020,09-05-2013 09:28,N,1,0,2.09,810026,15122,2.09,N,N,202
108,2400034776,09-05-2013 09:28,N,1,0,1.79,30016,16254,1.79,N,N,2799
108,7078402472,09-05-2013 09:28,Y,1,0,1.67,130049,19640,2.49,Y,N,796
108,4850002015,09-05-2013 09:28,Y,1,0,3,860029,20193,3.79,Y,N,705
108,7403000041,09-05-2013 09:28,Y,1,0,4.99,30016,20204,5.99,Y,N,729
108,7880011400,09-05-2013 09:28,N,1,0,1.99,130049,55559,1.99,N,N,705
108,7880011463,09-05-2013 09:28,Y,2,0,2,130049,55565,3.58,Y,N,754
108,7078402802,09-05-2013 09:28,N,1,0,1.79,860029,49882,1.79,N,N,749
108,3800043429,09-05-2013 09:28,Y,1,0,2.5,860029,41870,3.69,Y,N,3146
108,4157005442,09-05-2013 09:28,Y,1,0,7.49,860029,20577,7.99,Y,N,1278
108,5150025195,09-05-2013 09:28,Y,1,0,3.99,810026,18045,4.29,Y,N,175
108,7880011396,09-05-2013 09:28,Y,2,0,2,130049,55514,3.58,Y,N,754
108,7078402371,09-05-2013 09:28,Y,2,0,1.34,860029,15019,1.5,Y,N,772
108,1600027511,09-05-2013 09:28,N,1,0,3.99,30016,25123,3.99,N,N,133
108,7078418850,09-05-2013 09:28,Y,1,0,0.67,810026,23123,0.85,Y,N,75
108,7078413096,09-05-2013 09:28,Y,1,0,1.34,810026,23301,1.39,Y,N,53
108,3000031678,09-05-2013 09:28,Y,2,0,6,30016,884410,7.18,Y,N,216
108,1200011044,09-05-2013 09:29,Y,1,0,1.5,820012,897186,2.79,Y,N,1296
108,1552112312,09-05-2013 09:30,N,1,0,3.99,130050,545916,3.99,N,N,749
108,5100005043,09-05-2013 09:30,Y,1,0,2.5,30017,16216,2.79,Y,N,2798
108,7078402134,09-05-2013 09:30,N,1,0,2.49,30017,15083,2.49,N,N,733
108,7078442820,09-05-2013 09:30,Y,1,0,2.19,30017,22902,2.39,Y,N,2737
108,7078401230,09-05-2013 09:30,Y,1,0,2,30017,15441,2.69,Y,N,723
108,7078428924,09-05-2013 09:30,N,1,0,2.99,130050,23002,2.99,N,N,3510
108,1480051324,09-05-2013 09:30,Y,2,0,5.98,130050,15684,7.38,Y,N,3500
108,3700081911,09-05-2013 09:31,Y,2,0,6,150006,911667,6.98,Y,N,587
108,6233882797,09-05-2013 09:31,Y,1,0,3.24,150006,28059,3.99,Y,N,600
108,3700086599,09-05-2013 09:31,N,1,0,4.99,150006,922004,4.99,N,N,592
108,7078400354,09-05-2013 09:31,Y,1,0,2.99,150006,444338,3.49,Y,N,3163
108,7078423997,09-05-2013 09:31,Y,6,0,9,150006,832143,10.14,Y,N,71
108,7078450824,09-05-2013 09:31,Y,1,0,2.5,150006,21328,3.69,Y,N,1283
108,7078404914,09-05-2013 09:31,Y,1,0,2,130051,13176,3.99,Y,N,454
108,3700016352,09-05-2013 09:31,Y,2,0,6,150006,27371,7.58,Y,N,593
108,3700022202,09-05-2013 09:31,Y,2,0,6,150006,27082,6.58,Y,N,662
108,4100000511,09-05-2013 09:31,Y,1,0,2,150006,16511,3.29,Y,N,3526
108,4850002015,09-05-2013 09:31,Y,2,0,6,150006,20193,7.58,Y,N,705
108,2073509273,09-05-2013 09:31,Y,1,0,2,150006,20219,2.79,Y,N,707
108,2073509274,09-05-2013 09:31,Y,1,0,2,150006,20221,2.79,Y,N,706
108,7078442816,09-05-2013 09:31,Y,2,0,4,150006,22899,4.78,Y,N,2735
108,1920078915,09-05-2013 09:31,N,1,0,3.99,130051,26887,3.99,N,N,607
108,7078400012,09-05-2013 09:31,Y,1,0,1.5,150006,35316,1.99,Y,N,3202
108,4900002345,09-05-2013 09:31,N,3,0,19.47,150006,36202,19.47,N,N,1253
108,4900002345,09-05-2013 09:31,N,1,0,-6.49,150006,36202,6.49,Y,N,1253
108,3700086439,09-05-2013 09:31,N,3,0,14.97,150006,922002,14.97,N,N,592
108,18379100001,09-05-2013 09:32,N,1,0,4.49,30018,35146,4.49,N,N,3193
108,7078400628,09-05-2013 09:32,Y,1,0,2.49,130052,34329,3.09,Y,N,4478
108,7078452721,09-05-2013 09:32,N,1,0,2.99,810027,215126,2.99,N,N,624
108,8031700088,09-05-2013 09:32,N,1,0,2.69,30018,14940,2.69,N,N,798
108,7078452724,09-05-2013 09:32,Y,2,0,4,810027,28839,4.98,Y,N,624
108,4530000549,09-05-2013 09:32,Y,1,0,2,810027,17555,3.49,Y,N,3542
108,1300079830,09-05-2013 09:32,N,1,0,2.49,30018,16288,2.49,N,N,3468
108,1300079800,09-05-2013 09:32,N,1,0,2.49,30018,16289,2.49,N,N,3468
108,4530000540,09-05-2013 09:32,Y,1,0,2,810027,17554,3.49,Y,N,3543
108,2073511001,09-05-2013 09:33,Y,1,0,3.34,830030,13348,5.49,Y,N,459
108,7130000029,09-05-2013 09:33,Y,1,0,1,830030,17150,1.99,Y,N,2736
108,7130000008,09-05-2013 09:33,Y,1,0,1,830030,18287,1.99,Y,N,2734
108,7078400624,09-05-2013 09:34,Y,1,0,2.59,30019,34330,3.09,Y,N,761
108,7078451784,09-05-2013 09:34,Y,1,0,7.99,30019,26551,8.99,Y,N,670
108,2100064482,09-05-2013 09:34,Y,2,0,5.98,840018,23066,6.98,Y,N,3527
108,7078400500,09-05-2013 09:34,N,1,0,2.69,30019,14896,2.69,N,N,711
108,7078400003,09-05-2013 09:34,Y,1,0,1.49,30019,35313,1.69,Y,N,3192
108,7880011463,09-05-2013 09:34,Y,4,0,4,30019,55565,7.16,Y,N,754
108,61029036808,09-05-2013 09:35,N,1,0,3.29,150007,910672,3.29,N,N,2102
108,61029037826,09-05-2013 09:35,N,1,0,2.99,150007,917216,2.99,N,N,2102
108,2700041900,09-05-2013 09:35,Y,1,0,1,150007,808404,1.19,Y,N,153
108,3663202602,09-05-2013 09:35,N,1,0,2.79,130053,19654,2.79,N,N,777
108,7170050261,09-05-2013 09:35,Y,2,0,4,130053,14991,7.38,Y,N,735
108,2073509259,09-05-2013 09:35,Y,1,0,2,30020,20222,2.79,Y,N,707
108,7078400777,09-05-2013 09:35,N,1,0,1.99,30020,14901,1.99,N,N,739
108,7131900098,09-05-2013 09:35,Y,1,0,2,130053,52557,2.69,Y,N,3202
108,2840005597,09-05-2013 09:35,Y,1,0,2.5,30020,39293,3.99,Y,N,1059
108,7000083924,09-05-2013 09:35,N,1,0,0.99,150007,130002,0.99,N,N,2102
108,6731200799,09-05-2013 09:35,Y,1,0,2,30020,55441,3.69,Y,N,3161
108,7078423976,09-05-2013 09:35,N,2,0,2.38,150007,22802,2.38,N,N,71
108,81655901106,09-05-2013 09:36,Y,1,0,1.19,130054,893112,1.29,Y,N,979
108,3000000920,09-05-2013 09:36,N,1,0,1.29,150008,487182,1.29,N,N,778
108,3680012228,09-05-2013 09:36,Y,1,0,1.27,150008,59185,1.59,Y,N,945
108,2073512118,09-05-2013 09:36,Y,1,0,3.34,150008,532063,5.49,Y,N,459
108,7078400808,09-05-2013 09:36,N,1,0,2.49,130054,835097,2.49,N,N,747
108,1552113413,09-05-2013 09:36,N,1,0,1.19,150008,545886,1.19,N,N,749
108,9451441742,09-05-2013 09:38,N,1,0,6.99,130057,893907,6.99,N,N,556
108,2682500917,09-05-2013 09:38,Y,1,0,2.29,150009,56709,2.99,Y,N,2736
108,2400034356,09-05-2013 09:38,N,2,0,4.38,150009,16249,4.38,N,N,70
108,3320009990,09-05-2013 09:38,Y,1,0,5.29,130057,27459,5.79,Y,N,556
108,2400013356,09-05-2013 09:38,N,1,0,2.09,150009,16236,2.09,N,N,69
108,7940006661,09-05-2013 09:38,Y,1,0,2.49,150009,65216,2.79,Y,N,979
108,7940006662,09-05-2013 09:38,Y,1,0,2.49,150009,65217,2.79,Y,N,960
108,2400037126,09-05-2013 09:38,N,1,0,0.89,150009,16234,0.89,N,N,68
108,7078433616,09-05-2013 09:39,N,1,0,6.99,130058,892657,6.99,N,N,3439
108,7078433626,09-05-2013 09:39,N,1,0,6.99,130058,892663,6.99,N,N,3439
108,7078433624,09-05-2013 09:39,Y,1,0,0,130058,892662,6.99,Y,N,3439
108,7078433617,09-05-2013 09:39,Y,1,0,0,130058,892658,6.99,Y,N,3439
108,2840016014,09-05-2013 09:40,Y,1,0,3.5,150010,893161,4.29,Y,N,1064
108,2840016020,09-05-2013 09:40,Y,1,0,3.5,150010,893166,4.29,Y,N,1064
108,3010010055,09-05-2013 09:40,Y,1,0,2.5,150010,921990,3.79,Y,N,3173
108,7667754107,09-05-2013 09:40,N,1,0,3.69,150010,443789,3.69,N,N,3154
108,1552112111,09-05-2013 09:40,N,1,0,2.69,130059,545854,2.69,N,N,749
108,1200000502,09-05-2013 09:40,Y,2,0,6,150010,40051,7.98,Y,N,1253
108,4200035502,09-05-2013 09:40,Y,1,0,3.99,150010,25630,4.59,Y,N,669
108,4000024908,09-05-2013 09:40,N,1,0,5.49,150010,22329,5.49,N,N,3217
108,7251002425,09-05-2013 09:40,Y,1,0,3.39,150010,15092,3.69,Y,N,708
108,1200080994,09-05-2013 09:40,Y,2,0,11,150010,39980,12.98,Y,N,1242
108,3470048307,09-05-2013 09:40,Y,2,0,5,150010,21789,5.98,Y,N,1050
108,7167300111,09-05-2013 09:40,Y,1,0,2.49,150010,35328,3.39,Y,N,3192
108,7078400600,09-05-2013 09:40,N,1,0,1.13,150010,34318,1.13,N,N,761
108,3663203741,09-05-2013 09:41,Y,1,0,1,820014,913816,1.19,Y,N,778
108,28095200000,09-05-2013 09:41,Y,0,0.1094,0.82,820014,477534,0.82,N,N,3411
108,7078451783,09-05-2013 09:41,Y,1,0,1.25,130061,25983,1.39,Y,N,673
108,5400020042,09-05-2013 09:41,N,2,0,2.38,130061,27932,2.38,N,N,683
108,1254661229,09-05-2013 09:41,Y,1,0,1,130060,18865,1.69,Y,N,3226
108,7027223203,09-05-2013 09:43,Y,12,0,24,30021,826393,33.48,Y,N,804
108,7078404368,09-05-2013 09:43,Y,1,0,1,130062,11663,1.29,Y,N,429
108,7078404370,09-05-2013 09:43,Y,1,0,1.25,130062,12077,1.29,Y,N,426
108,3700034885,09-05-2013 09:43,Y,5,0,15,30021,16905,17.45,Y,N,669
108,6414403064,09-05-2013 09:43,Y,6,0,17.94,30021,18048,20.94,Y,N,165
108,7880011210,09-05-2013 09:43,N,1,0,2.27,130062,55550,2.27,N,N,760
108,3700022205,09-05-2013 09:43,Y,21,0,63,30021,27084,69.09,Y,N,662
108,4138309070,09-05-2013 09:44,Y,1,0,4.99,30022,15113,5.79,Y,N,758
108,28095200000,09-05-2013 09:44,Y,0,1.02,7.64,810028,477534,7.64,N,N,3411
108,2840015750,09-05-2013 09:45,Y,1,0,3,860031,893952,3.49,Y,N,1053
108,4900000045,09-05-2013 09:45,N,1,0,1.79,810029,36443,1.79,N,N,1265
108,7078400457,09-05-2013 09:45,Y,1,0,2.5,860031,844218,2.99,Y,N,3163
108,72047330071,09-05-2013 09:46,N,1,0,3.29,30023,901407,3.29,N,N,2102
108,28076400000,09-05-2013 09:46,Y,0,1.3897,6.24,30023,477713,6.24,N,N,3413
108,3663203256,09-05-2013 09:46,N,2,0,7.98,130063,849297,7.98,N,N,775
108,78616211000,09-05-2013 09:46,Y,1,0,1.34,130063,36340,1.79,Y,N,1216
108,7078400500,09-05-2013 09:46,N,1,0,2.69,130063,14896,2.69,N,N,711
108,7078402802,09-05-2013 09:46,N,1,0,1.79,130063,49882,1.79,N,N,749
108,78616211000,09-05-2013 09:46,Y,2,0,2.66,130063,36340,3.58,Y,N,1216
108,7224646152,09-05-2013 09:46,N,1,0,1.79,130063,84202,1.79,N,N,2049
108,5210001948,09-05-2013 09:47,N,1,0,2.19,130064,844270,2.19,N,N,85
108,7130000095,09-05-2013 09:47,N,1,0,2.49,840019,23094,2.49,N,N,2741
108,7078400626,09-05-2013 09:47,Y,1,0,2.59,840019,34332,3.09,Y,N,760
108,2000019963,09-05-2013 09:47,Y,1,0,0,840019,12855,2.79,Y,N,424
108,3400000320,09-05-2013 09:47,N,2,0,2.38,150012,18896,2.38,N,N,3212
108,7764430232,09-05-2013 09:47,Y,1,0,0,840019,16163,2.19,Y,N,2798
108,4116709806,09-05-2013 09:47,N,1,0,6.79,850012,62111,6.79,N,N,2618
108,5210001005,09-05-2013 09:47,Y,1,0,0,840019,25555,1.69,Y,N,95
108,1070006080,09-05-2013 09:47,N,2,0,2.38,150012,21440,2.38,N,N,3212
108,5310033300,09-05-2013 09:47,N,1,0,2.69,830033,70769,2.69,N,N,2633
108,7078442002,09-05-2013 09:47,Y,1,0,1.5,130064,17870,1.99,Y,N,2756
108,7078447461,09-05-2013 09:47,Y,2,0,4,130065,15562,5.98,Y,N,3143
108,1600042060,09-05-2013 09:47,Y,1,0,0,840019,18150,2.79,Y,N,103
108,3470048307,09-05-2013 09:47,Y,2,0,5,130065,21789,5.98,Y,N,1050
108,7078401222,09-05-2013 09:47,Y,4,0,8,840019,19629,10.76,Y,N,724
108,7078402472,09-05-2013 09:47,Y,1,0,1.67,30024,19640,2.49,Y,N,796
108,7078401202,09-05-2013 09:47,Y,1,0,0,840019,14907,2.69,Y,N,723
108,7797502275,09-05-2013 09:47,N,1,0,3.49,150012,53489,3.49,N,N,1067
108,7078400011,09-05-2013 09:47,Y,2,0,3,840019,35315,3.98,Y,N,3202
108,1600015972,09-05-2013 09:47,Y,1,0,0,840019,23880,2.19,Y,N,2747
108,7078450502,09-05-2013 09:47,N,1,0,3.99,150012,34999,3.99,N,N,1062
108,7078415054,09-05-2013 09:47,Y,1,0,0,840019,28730,3.69,Y,N,1214
108,38137009229,09-05-2013 09:47,N,1,0,2.49,850012,70253,2.49,N,N,2621
108,81829001274,09-05-2013 09:48,N,1,0,1.29,830034,917622,1.29,N,N,778
108,3900008150,09-05-2013 09:48,N,1,0,1,820016,507860,1,N,N,5
108,4850001904,09-05-2013 09:48,N,1,0,1.99,830034,543899,1.99,N,N,705
108,87604500414,09-05-2013 09:48,N,1,0,3.99,820016,804987,3.99,N,N,327
108,4150100922,09-05-2013 09:48,N,1,0,2.79,820016,23124,2.79,N,N,7
108,1600027565,09-05-2013 09:48,N,1,0,4.79,130066,25160,4.79,N,N,133
108,1980003659,09-05-2013 09:48,Y,2,0,2,490066,17666,2.38,Y,N,588
108,4600082121,09-05-2013 09:48,N,1,0,1.59,820016,15839,1.59,N,N,8
108,7078400616,09-05-2013 09:48,N,1,0,1.99,130066,34353,1.99,N,N,4478
108,1122511274,09-05-2013 09:49,N,2,0,1.38,30025,895792,1.38,N,N,673
108,7078422010,09-05-2013 09:49,Y,1,0,1,30025,24789,1.39,Y,N,84
108,4530000537,09-05-2013 09:49,Y,1,0,2,150013,486637,3.49,Y,N,3542
108,2200011602,09-05-2013 09:49,Y,1,0,1,150013,450386,1.99,Y,N,3226
108,7078428932,09-05-2013 09:49,Y,1,0,2,150013,826534,2.49,Y,N,3511
108,7078402403,09-05-2013 09:49,N,1,0,2.49,150013,846203,2.49,N,N,705
108,73951000402,09-05-2013 09:49,Y,1,0,1,150013,846687,1.49,Y,N,1216
108,73951000283,09-05-2013 09:49,Y,1,0,1,150013,39708,1.49,Y,N,1216
108,1258700020,09-05-2013 09:49,N,1,0,2.99,30025,27632,2.99,N,N,511
108,7078400612,09-05-2013 09:49,N,1,0,2.07,150013,34355,2.07,N,N,761
108,7078422004,09-05-2013 09:49,Y,1,0,1,30025,24875,1.39,Y,N,84
108,1200015805,09-05-2013 09:49,Y,1,0,1.89,150013,39909,2.19,Y,N,1245
108,7130000009,09-05-2013 09:49,Y,1,0,1,150013,16066,1.99,Y,N,2734
108,1200000492,09-05-2013 09:49,Y,2,0,3.78,150013,40025,4.38,Y,N,1244
108,7078442860,09-05-2013 09:49,Y,1,0,1.25,30025,22904,1.59,Y,N,2734
108,3700034885,09-05-2013 09:49,Y,2,0,6,30025,16905,6.98,Y,N,669
108,1740011830,09-05-2013 09:49,N,1,0,2.99,30025,23777,2.99,N,N,2725
108,4900005034,09-05-2013 09:49,Y,1,0,1,150013,36295,1.19,Y,N,1307
108,4900004575,09-05-2013 09:49,Y,1,0,1,150013,36254,1.19,Y,N,1307
108,4460030769,09-05-2013 09:49,Y,1,0,2,30025,891258,2.19,Y,N,667
108,2363749575,09-05-2013 09:50,Y,1,0,1,810030,888609,1.29,Y,N,3415
108,2363749580,09-05-2013 09:50,Y,1,0,1,810030,888614,1.29,Y,N,3415
108,2363749583,09-05-2013 09:50,Y,1,0,1,810030,888617,1.29,Y,N,3415
108,3400011470,09-05-2013 09:50,Y,1,0,1,810030,22499,1.49,Y,N,3217
108,2800013000,09-05-2013 09:50,Y,1,0,1,810030,843437,1.49,Y,N,3217
108,4000038947,09-05-2013 09:50,Y,1,0,1,810030,21751,1.49,Y,N,3220
108,4127102564,09-05-2013 09:50,Y,1,0,3,810030,16035,3.49,Y,N,807
108,7078452018,09-05-2013 09:50,N,1,0,4.49,810030,217508,4.49,N,N,669
108,76172005010,09-05-2013 09:51,Y,1,0,3.19,130069,186880,3.29,Y,N,188
108,3700085855,09-05-2013 09:52,N,2,0,4.78,30026,897350,4.78,N,N,675
108,4200045501,09-05-2013 09:52,N,2,0,5.98,30026,841047,5.98,N,N,669
108,7078400624,09-05-2013 09:52,Y,1,0,2.59,30026,34330,3.09,Y,N,761
108,5000010364,09-05-2013 09:52,Y,3,0,1.5,30026,27858,1.8,Y,N,684
108,5400020042,09-05-2013 09:52,N,2,0,2.38,30026,27932,2.38,N,N,683
108,7119002135,09-05-2013 09:52,Y,1,0,9.99,30026,25806,10.99,Y,N,639
108,7131900030,09-05-2013 09:52,Y,2,0,5,30026,52551,5.98,Y,N,3191
108,3680014571,09-05-2013 09:52,N,3,0,2.07,30026,26812,2.07,N,N,645
108,1300000466,09-05-2013 09:54,Y,1,0,2.5,150014,884853,3.49,Y,N,3450
108,8660000005,09-05-2013 09:54,N,2,0,3.98,30027,24027,3.98,N,N,2795
108,7265540592,09-05-2013 09:54,Y,1,0,2.5,150014,921904,3.99,Y,N,483
108,4850030414,09-05-2013 09:54,Y,1,0,3,150014,809046,3.79,Y,N,705
108,4154875150,09-05-2013 09:54,N,1,0,4.59,130071,841187,4.59,N,N,454
108,7078450516,09-05-2013 09:54,Y,1,0,2.5,150014,845370,2.99,Y,N,1062
108,73951000403,09-05-2013 09:54,Y,1,0,1,150014,846688,1.49,Y,N,1216
108,4400000488,09-05-2013 09:54,Y,1,0,3,30027,49515,4.39,Y,N,3177
108,7756708516,09-05-2013 09:54,Y,1,0,4.69,130071,13314,4.99,Y,N,455
108,73951000283,09-05-2013 09:54,Y,2,0,2,150014,39708,2.98,Y,N,1216
108,7680000013,09-05-2013 09:54,N,1,0,2.19,150014,11910,2.19,N,N,442
108,3800040440,09-05-2013 09:54,Y,1,0,2.5,150014,11924,2.79,Y,N,439
108,7265540504,09-05-2013 09:54,Y,2,0,5,150014,12781,7.98,Y,N,483
108,7078452944,09-05-2013 09:54,N,1,0,2.49,30027,26462,2.49,N,N,504
108,8079380782,09-05-2013 09:54,Y,2,0,2.5,150014,267057,2.98,Y,N,1292
108,8079380784,09-05-2013 09:54,Y,1,0,1.25,150014,267058,1.49,Y,N,1292
108,8079380772,09-05-2013 09:54,Y,1,0,1.25,150014,267062,1.49,Y,N,1292
108,7078402140,09-05-2013 09:54,N,1,0,3.49,150014,15084,3.49,N,N,733
108,3120027627,09-05-2013 09:54,Y,1,0,2.5,150014,15657,3.99,Y,N,3497
108,7349120100,09-05-2013 09:54,Y,1,0,2.5,150014,16419,3.69,Y,N,768
108,5000032822,09-05-2013 09:54,N,1,0,2.79,150014,16386,2.79,N,N,807
108,74236526480,09-05-2013 09:54,N,1,0,4.99,150014,19645,4.99,N,N,757
108,5000033977,09-05-2013 09:54,N,1,0,2.79,150014,20031,2.79,N,N,807
108,4850002015,09-05-2013 09:54,Y,1,0,3,30027,20193,3.79,Y,N,705
108,4200045100,09-05-2013 09:54,Y,1,0,3.69,30027,27825,3.99,Y,N,623
108,5209220394,09-05-2013 09:54,N,1,0,3.99,130071,69944,3.99,N,N,2191
108,64420933247,09-05-2013 09:54,Y,2,0,5,130071,18104,6.98,Y,N,199
108,6414403316,09-05-2013 09:54,Y,1,0,2.99,30027,18047,3.49,Y,N,165
108,1090008031,09-05-2013 09:54,Y,1,0,1.5,30027,25807,1.99,Y,N,510
108,3800001611,09-05-2013 09:54,N,1,0,3.99,30027,18222,3.99,N,N,133
108,5209220396,09-05-2013 09:54,N,1,0,3.99,130071,69924,3.99,N,N,2191
108,3660219210,09-05-2013 09:54,N,2,0,3.98,30027,72895,3.98,N,N,2531
108,4460030593,09-05-2013 09:54,N,1,0,3.99,30027,28078,3.99,N,N,607
108,2550000375,09-05-2013 09:54,N,1,0,13.49,30027,28700,13.49,N,N,3437
108,7265540591,09-05-2013 09:54,Y,1,0,2.5,150014,921903,3.99,Y,N,483
108,1800000501,09-05-2013 09:55,N,1,0,2.69,870009,15953,2.69,N,N,745
108,7078450604,09-05-2013 09:55,Y,1,0,0,870009,53738,2.19,Y,N,1065
108,7078450610,09-05-2013 09:55,N,1,0,2.19,870009,53703,2.19,N,N,1065
108,7102561716,09-05-2013 09:55,Y,1,0,2.99,840020,35336,3.49,Y,N,3187
108,7078401088,09-05-2013 09:56,Y,1,0,2.5,130072,14953,3.69,Y,N,719
108,7349158000,09-05-2013 09:56,Y,1,0,2.5,130072,14956,3.69,Y,N,769
108,7078444183,09-05-2013 10:00,Y,1,0,2.79,150015,18038,2.99,Y,N,165
108,4920005780,09-05-2013 10:00,Y,1,0,2.79,30028,18008,2.99,Y,N,178
108,2840006399,09-05-2013 10:00,Y,1,0,2.5,30028,39309,4.29,Y,N,1069
108,4920000722,09-05-2013 10:00,N,1,0,2.49,30028,18014,2.49,N,N,180
108,4667500079,09-05-2013 10:00,Y,1,0,0.6,150015,19906,0.85,Y,N,772
108,4667500080,09-05-2013 10:00,Y,1,0,0.6,150015,19913,0.85,Y,N,772
108,2389657700,09-05-2013 10:00,N,1,0,4.99,30028,21537,4.99,N,N,1303
108,38137007201,09-05-2013 10:00,N,2,0,6.98,30028,70830,6.98,N,N,2627
108,7078426600,09-05-2013 10:00,Y,1,0,1,130073,22839,1.19,Y,N,3455
108,7078401102,09-05-2013 10:00,N,1,0,3.79,150015,15413,3.79,N,N,719
108,5200033877,09-05-2013 10:00,Y,1,0,1,150015,15702,1.49,Y,N,1307
108,3010010134,09-05-2013 10:00,Y,1,0,2.5,150015,41705,3.99,Y,N,3161
108,5200033876,09-05-2013 10:00,Y,1,0,1,150015,15703,1.49,Y,N,1307
108,5200032555,09-05-2013 10:00,Y,1,0,1,150015,15714,1.49,Y,N,1307
108,38137008256,09-05-2013 10:00,Y,1,0,1.69,30028,71257,1.79,Y,N,931
108,4667500082,09-05-2013 10:00,Y,1,0,0.6,150015,19927,0.85,Y,N,772
108,8087804223,09-05-2013 10:00,Y,1,0,3,150015,65171,4.59,Y,N,980
108,7341011617,09-05-2013 10:00,Y,1,0,3,150015,35175,4.19,Y,N,3186
108,7488757450,09-05-2013 10:00,N,1,0,3.29,30028,27102,3.29,N,N,669
108,5170082887,09-05-2013 10:00,N,1,0,4.99,150015,26259,4.99,N,N,663
108,6414403002,09-05-2013 10:00,N,1,0,4.49,30028,23465,4.49,N,N,165
108,84105802209,09-05-2013 10:00,Y,1,0,7.79,30028,66163,7.99,Y,N,1003
108,7078451606,09-05-2013 10:00,Y,1,0,10.99,150015,26475,13.99,Y,N,683
108,1500007111,09-05-2013 10:00,Y,2,0,2,30028,27508,2.18,Y,N,526
108,1500007116,09-05-2013 10:00,Y,2,0,2,30028,27509,2.18,Y,N,526
108,5200032431,09-05-2013 10:00,Y,1,0,1,150015,28133,1.49,Y,N,1307
108,7078450502,09-05-2013 10:00,Y,2,0,5,150015,34999,7.98,Y,N,1062
108,8087804226,09-05-2013 10:00,Y,1,0,3,150015,65162,4.59,Y,N,962
108,7078415060,09-05-2013 10:00,Y,1,0,3.99,150015,28727,5.49,Y,N,1214
108,7078452012,09-05-2013 10:00,N,1,0,2.79,150015,26040,2.79,N,N,669
108,7078443424,09-05-2013 10:00,Y,1,0,2,30028,25460,2.19,Y,N,178
108,7130000122,09-05-2013 10:00,Y,1,0,1,130073,23078,1.99,Y,N,2736
108,5200032199,09-05-2013 10:00,Y,1,0,1,150015,28654,1.49,Y,N,1307
108,5200032198,09-05-2013 10:00,Y,1,0,1,150015,28655,1.49,Y,N,1307
108,5200032217,09-05-2013 10:00,Y,1,0,1,150015,28656,1.49,Y,N,1307
108,5200032434,09-05-2013 10:00,Y,1,0,1,150015,28520,1.49,Y,N,1307
